ID,farmer_name,training_day,gender,registration,age,group_name,belong_to_cooperative,county,subcounty,ward,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_topic_trained_on,trainer,topics_list
ID_18C6U1,FAR_brklhhv,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_EQN9O1,FAR_imjifpa,2024-10-12,Female,Ussd,Below 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_1UB6P9,FAR_imjifpa,2024-10-12,Female,Ussd,Below 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_SYY5BS,FAR_dsbqrpj,2024-10-12,Male,Ussd,Below 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_TD17K6,FAR_dsbqrpj,2024-10-12,Male,Ussd,Below 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_6RI3IY,FAR_aokezhh,2024-10-12,Female,Ussd,Above 35,GRP_zfmcvlv,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_W1U7C6,FAR_aokezhh,2024-10-12,Female,Ussd,Above 35,GRP_zfmcvlv,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_9D2LIA,FAR_qqlgljb,2024-10-12,Female,Manual,Above 35,GRP_zxoqlct,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Herd. Health. Management']
ID_WNES7R,FAR_qqlgljb,2024-10-12,Female,Manual,Above 35,GRP_zxoqlct,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Importance Of Mineral Supplementation']
ID_B5JD2X,FAR_qqlgljb,2024-10-12,Female,Manual,Above 35,GRP_zxoqlct,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Health With Biodeal']
ID_1LWFVT,FAR_dbokpaq,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_YG6E3O,FAR_dbokpaq,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_RHDHVT,FAR_srnlzpq,2024-10-12,Female,Manual,Above 35,GRP_oxshjfb,0,CNT_yljqnl,SUB_jsjdatk,WRD_cdhsrdxp,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_LFN843,FAR_srnlzpq,2024-10-12,Female,Manual,Above 35,GRP_oxshjfb,0,CNT_yljqnl,SUB_jsjdatk,WRD_cdhsrdxp,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_37RDG6,FAR_rennibu,2024-10-12,Male,Ussd,Below 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_ASHELN,FAR_rennibu,2024-10-12,Male,Ussd,Below 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_9G5W6N,FAR_eupktwc,2024-10-12,Male,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_NBQXGA,FAR_cqimnxn,2024-10-12,Female,Ussd,Above 35,GRP_wnapfuo,0,CNT_yljqnl,SUB_jchavji,WRD_mymgodzd,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_LMAPL5,FAR_cqimnxn,2024-10-12,Female,Ussd,Above 35,GRP_wnapfuo,0,CNT_yljqnl,SUB_jchavji,WRD_mymgodzd,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_1VK16H,FAR_bmhbaft,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_MJV2AH,FAR_bmhbaft,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_EWCDGN,FAR_gzwlhwu,2024-10-12,Male,Ussd,Above 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_4ANAAM,FAR_nnskutr,2024-10-12,Male,Ussd,Above 35,GRP_zfmcvlv,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_W5B6VR,FAR_nnskutr,2024-10-12,Male,Ussd,Above 35,GRP_zfmcvlv,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_Z29C36,FAR_czfuwwh,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_W3MDZD,FAR_czfuwwh,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_NE7GBZ,FAR_ppkerou,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_J21X1C,FAR_ppkerou,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_PLAMQJ,FAR_ppkerou,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_RMNNR2,FAR_hoeljra,2024-10-12,Female,Ussd,Below 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_IGW55X,FAR_hoeljra,2024-10-12,Female,Ussd,Below 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_XMGV5P,FAR_qrbnqqn,2024-10-12,Male,Ussd,Below 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_NV5X6F,FAR_qrbnqqn,2024-10-12,Male,Ussd,Below 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_2HJAUK,FAR_xhxzntc,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_C5PLAE,FAR_oyjbawe,2024-10-12,Female,Ussd,Below 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,1,1,1,1,TRA_kkzpfdtu,['Importance Of Mineral Supplementation']
ID_M7JVJA,FAR_oyjbawe,2024-10-12,Female,Ussd,Below 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,1,1,1,1,TRA_kkzpfdtu,['Poultry Health With Biodeal']
ID_G8EQI9,FAR_oyjbawe,2024-10-12,Female,Manual,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,1,1,1,1,TRA_kkzpfdtu,['Herd. Health. Management']
ID_3RM8OZ,FAR_gxsigdy,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_RNGRBM,FAR_gxsigdy,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_459DF3,FAR_ptvnrgu,2024-10-12,Female,Ussd,Below 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_99KCPF,FAR_ptvnrgu,2024-10-12,Female,Ussd,Below 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_W5G2F4,FAR_ckptjsy,2024-10-12,Female,Manual,Above 35,GRP_oxshjfb,0,CNT_yljqnl,SUB_jsjdatk,WRD_cdhsrdxp,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_7YHO47,FAR_ckptjsy,2024-10-12,Female,Manual,Above 35,GRP_oxshjfb,0,CNT_yljqnl,SUB_jsjdatk,WRD_cdhsrdxp,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_ENP3I0,FAR_zyowjwx,2024-10-12,Female,Ussd,Above 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_8C0DZJ,FAR_zyowjwx,2024-10-12,Female,Ussd,Above 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_HOP4LK,FAR_rfvaiwr,2024-10-12,Female,Ussd,Above 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_XHOJI2,FAR_keklcax,2024-10-12,Female,Ussd,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Herd. Health. Management']
ID_DHUNZO,FAR_keklcax,2024-10-12,Female,Ussd,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Herd. Health. Management']
ID_30Z7YE,FAR_keklcax,2024-10-12,Female,Ussd,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,1,1,1,1,TRA_kkzpfdtu,['Herd. Health. Management']
ID_U5KEUH,FAR_keklcax,2024-10-12,Female,Ussd,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Health With Biodeal']
ID_WZBHHS,FAR_keklcax,2024-10-12,Female,Ussd,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Health With Biodeal']
ID_CGAYJW,FAR_keklcax,2024-10-12,Female,Ussd,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,1,1,1,1,TRA_kkzpfdtu,['Poultry Health With Biodeal']
ID_DBZ33Y,FAR_keklcax,2024-10-12,Female,Manual,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Importance Of Mineral Supplementation']
ID_T8DXZW,FAR_keklcax,2024-10-12,Female,Manual,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Importance Of Mineral Supplementation']
ID_TOBPB1,FAR_keklcax,2024-10-12,Female,Manual,Above 35,GRP_hlrekky,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,1,1,1,1,TRA_kkzpfdtu,['Importance Of Mineral Supplementation']
ID_4A9MQM,FAR_qigbhqj,2024-10-12,Male,Ussd,Above 35,GRP_zfmcvlv,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_4987IR,FAR_qigbhqj,2024-10-12,Male,Ussd,Above 35,GRP_zfmcvlv,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_34YX23,FAR_dkdwsju,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_V2UZEM,FAR_dkdwsju,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_DH8J2J,FAR_dkdwsju,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_AQ5DBN,FAR_glddmrp,2024-10-12,Female,Ussd,Below 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_DUDYGJ,FAR_glddmrp,2024-10-12,Female,Ussd,Below 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_SX7I8M,FAR_dbokpaq,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_O1RVS4,FAR_kiscqme,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_8ERH84,FAR_kiscqme,2024-10-12,Female,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_K01V90,FAR_axhjzmt,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_RNYWTS,FAR_axhjzmt,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_FRM25N,FAR_axhjzmt,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_AUOXI3,FAR_phdltzz,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_1TES92,FAR_phdltzz,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_QNUWZ1,FAR_phdltzz,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_ZLJ7ZO,FAR_mdsefyz,2024-10-12,Male,Ussd,Above 35,GRP_lflpusj,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_OVU73V,FAR_mdsefyz,2024-10-12,Male,Ussd,Above 35,GRP_lflpusj,0,CNT_vvuukv,SUB_pvhpxyl,WRD_oqksptot,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_EYWFLB,FAR_bpxorqg,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_EI8BUO,FAR_bpxorqg,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_5QO4BR,FAR_bpxorqg,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_OLMK7I,FAR_tchpjjc,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,1,1,1,1,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_17IEAV,FAR_tchpjjc,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,1,1,1,1,TRA_rkvyofbh,['Poultry Health Management']
ID_4SZATW,FAR_tchpjjc,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,1,1,1,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_I3G87N,FAR_pxmbfof,2024-10-12,Male,Ussd,Below 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_ERQJM1,FAR_pxmbfof,2024-10-12,Male,Ussd,Below 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_J5GQER,FAR_iqxvazl,2024-10-12,Male,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_NGORWX,FAR_vhhjitf,2024-10-12,Male,Manual,Below 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_591PJR,FAR_vhhjitf,2024-10-12,Male,Manual,Below 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_AXZPMH,FAR_vhhjitf,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_IA3QR6,FAR_ghumpog,2024-10-12,Male,Ussd,Below 35,GRP_zfmcvlv,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_O8B9AN,FAR_ghumpog,2024-10-12,Male,Ussd,Below 35,GRP_zfmcvlv,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_JJ0PPC,FAR_jbzqnko,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_SG4AGU,FAR_jbzqnko,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_YNDAQ5,FAR_jbzqnko,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_MAO9GQ,FAR_mnpspag,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_N2U3ZO,FAR_mnpspag,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_XW5SXY,FAR_mnpspag,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_09SFJI,FAR_qvusqph,2024-10-12,Female,Ussd,Below 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_CU5OKX,FAR_qvusqph,2024-10-12,Female,Ussd,Below 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_UYBG5R,FAR_oeagmds,2024-10-12,Female,Ussd,Above 35,GRP_ukhnepn,0,CNT_yljqnl,SUB_jsjdatk,WRD_cdhsrdxp,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_XQ0Y57,FAR_pzohelx,2024-10-12,Male,Ussd,Above 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_9P5NZ5,FAR_pzohelx,2024-10-12,Male,Ussd,Above 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_6LJKJL,FAR_kpbxolp,2024-10-12,Female,Ussd,Above 35,GRP_lflpusj,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_NT88QO,FAR_kpbxolp,2024-10-12,Female,Ussd,Above 35,GRP_lflpusj,0,CNT_vvuukv,SUB_pvhpxyl,WRD_oqksptot,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_Z0TCYY,FAR_tfiyheh,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,1,1,1,1,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_8UMCRX,FAR_tfiyheh,2024-10-12,Female,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,1,1,1,1,TRA_rkvyofbh,['Poultry Health Management']
ID_6W7V4C,FAR_khzusbr,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_KER14B,FAR_khzusbr,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_GBMNLI,FAR_khzusbr,2024-10-12,Male,Manual,Above 35,GRP_grqvrhg,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_VKTRT4,FAR_toixcys,2024-10-12,Male,Ussd,Above 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_8RKPQK,FAR_toixcys,2024-10-12,Male,Ussd,Above 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_AUI1S5,FAR_yjioumw,2024-10-12,Female,Ussd,Below 35,GRP_lflpusj,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_3SLZKH,FAR_yjioumw,2024-10-12,Female,Ussd,Below 35,GRP_lflpusj,0,CNT_vvuukv,SUB_pvhpxyl,WRD_oqksptot,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_BU4MVA,FAR_gfcsjeh,2024-10-12,Male,Ussd,Above 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_EKATBK,FAR_gfcsjeh,2024-10-12,Male,Ussd,Above 35,GRP_uboxrbh,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_5CICXV,FAR_getafwa,2024-10-12,Female,Manual,Above 35,GRP_umcqiju,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dnforsaj,0,0,0,0,TRA_rkvyofbh,"['Dairy Health Management', 'Poultry Health Management']"
ID_2SJSPX,FAR_xcskfok,2024-10-12,Male,Ussd,Above 35,GRP_xqxgwyy,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_ZKU3V1,FAR_jjjupdv,2024-10-12,Female,Ussd,Above 35,GRP_tevkurm,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
